flow_id,src_ip,dst_ip,src_port,dst_port,protocol,start_time,end_time,duration_seconds,total_packets,forward_packets,backward_packets,is_bidirectional,forward_backward_ratio,total_bytes,forward_bytes,backward_bytes,total_payload_bytes,forward_payload_bytes,backward_payload_bytes,packets_per_second,bytes_per_second,min_packet_size,max_packet_size,avg_packet_size,avg_inter_arrival_ms,min_inter_arrival_ms,max_inter_arrival_ms,tcp_flags,syn_count,fin_count,rst_count,ack_count,connection_state
192.168.0.51:44929 <-> 2.22.40.154:80 (TCP),192.168.0.51,2.22.40.154,44929,80,TCP,2015-03-09 14:24:29.866905,2015-03-09 14:26:25.380832,115.513927,40,21,19,True,1.105263157894737,10224,3559,6665,8864,2845,6019,0.34627859201774003,88.50880811973434,66,1454,255.6,2961.8955641025645,0.0,10024.576,"A,FA,PA,S,SA",1,2,0,39,Closed
173.194.32.226:443 <-> 192.168.0.51:36484 (TCP),173.194.32.226,192.168.0.51,443,36484,TCP,2015-03-09 06:04:45.679950,2015-03-09 06:07:41.662892,175.982942,44,20,24,True,0.8333333333333334,10221,2587,7634,8725,1907,6818,0.25002423246225763,58.07949272719852,64,1454,232.29545454545453,4092.6265581395337,0.001,58644.818999999996,"A,FA,PA,R,S,SA",1,2,3,40,Closed
173.194.32.226:443 <-> 192.168.0.51:36618 (TCP),173.194.32.226,192.168.0.51,443,36618,TCP,2015-03-09 07:04:15.466936,2015-03-09 07:07:12.646962,177.180026,44,20,24,True,0.8333333333333334,10179,2545,7634,8683,1865,6818,0.24833499008516907,57.45004236538491,64,1454,231.3409090909091,4120.465720930232,0.0,58770.905,"A,FA,PA,R,S,SA",1,2,3,40,Closed
192.168.0.54:49483 <-> 74.125.232.103:443 (TCP),192.168.0.54,74.125.232.103,49483,443,TCP,2015-03-09 14:40:55.928014,2015-03-09 14:40:56.089284,0.16127,30,15,15,True,1.0,10174,2138,8036,9154,1628,7526,186.02343895330813,63086.748930365226,60,1454,339.1333333333333,5.56103448275862,0.0,39.667,"A,PA,S,SA",1,0,0,29,Established
173.194.40.225:443 <-> 192.168.0.51:33139 (TCP),173.194.40.225,192.168.0.51,443,33139,TCP,2015-03-09 13:38:33.025765,2015-03-09 13:41:29.122391,176.096626,43,20,23,True,0.8695652173913043,10162,2620,7542,8700,1940,6760,0.244184121960406,57.70695458980572,64,1454,236.32558139534885,4192.776809523809,0.002,58907.157,"A,FA,PA,R,S,SA",1,2,3,39,Closed
173.194.40.225:443 <-> 192.168.0.51:33205 (TCP),173.194.40.225,192.168.0.51,443,33205,TCP,2015-03-09 14:10:22.725286,2015-03-09 14:13:18.900281,176.174995,43,20,23,True,0.8695652173913043,10157,2615,7542,8695,1935,6760,0.24407550004471407,57.65290358032932,64,1454,236.2093023255814,4194.642738095237,0.001,58876.972,"A,FA,PA,R,S,SA",1,2,3,39,Closed
173.194.40.225:443 <-> 192.168.0.51:60894 (TCP),173.194.40.225,192.168.0.51,443,60894,TCP,2015-03-09 10:08:57.037467,2015-03-09 10:11:53.328546,176.291079,43,20,23,True,0.8695652173913043,10152,2596,7556,8690,1916,6774,0.24391478141670458,57.58657816145082,64,1454,236.09302325581396,4197.406642857143,0.002,58900.723,"A,FA,PA,R,S,SA",1,2,3,39,Closed
173.194.40.225:443 <-> 192.168.0.51:32796 (TCP),173.194.40.225,192.168.0.51,443,32796,TCP,2015-03-09 11:08:12.827209,2015-03-09 11:11:09.349981,176.522772,43,20,23,True,0.8695652173913043,10149,2593,7556,8687,1913,6774,0.24359463378469945,57.49399856467244,64,1454,236.02325581395348,4202.923142857144,0.001,58759.467000000004,"A,FA,PA,R,S,SA",1,2,3,39,Closed
173.194.32.226:443 <-> 192.168.0.51:36899 (TCP),173.194.32.226,192.168.0.51,443,36899,TCP,2015-03-09 09:07:53.616940,2015-03-09 09:10:50.249295,176.632355,43,20,23,True,0.8695652173913043,10144,2588,7556,8682,1908,6774,0.24344350727815411,57.43002180999059,64,1454,235.90697674418604,4205.532261904761,0.002,58967.396,"A,FA,PA,R,S,SA",1,2,3,39,Closed
173.194.32.226:443 <-> 192.168.0.51:36760 (TCP),173.194.32.226,192.168.0.51,443,36760,TCP,2015-03-09 08:07:00.799798,2015-03-09 08:09:57.613071,176.813273,43,20,23,True,0.8695652173913043,10143,2587,7556,8681,1907,6774,0.2431944122203993,57.365602863988606,64,1454,235.88372093023256,4209.839833333333,0.001,58791.744,"A,FA,PA,R,S,SA",1,2,3,39,Closed
173.194.32.226:443 <-> 192.168.0.51:36685 (TCP),173.194.32.226,192.168.0.51,443,36685,TCP,2015-03-09 07:35:44.907804,2015-03-09 07:38:41.422409,176.514605,43,20,23,True,0.8695652173913043,10137,2581,7556,8675,1901,6774,0.2436059044519291,57.428675661144304,64,1454,235.74418604651163,4202.728690476192,0.002,58674.179000000004,"A,FA,PA,R,S,SA",1,2,3,39,Closed
173.194.40.225:443 <-> 192.168.0.51:60968 (TCP),173.194.40.225,192.168.0.51,443,60968,TCP,2015-03-09 10:39:49.954486,2015-03-09 10:42:46.529253,176.574767,43,20,23,True,0.8695652173913043,10135,2579,7556,8673,1899,6774,0.2435229038133178,57.39778209646455,64,1454,235.69767441860466,4204.161119047619,0.002,58919.151999999995,"A,FA,PA,R,S,SA",1,2,3,39,Closed
173.194.40.225:443 <-> 192.168.0.51:33072 (TCP),173.194.40.225,192.168.0.51,443,33072,TCP,2015-03-09 13:09:29.048365,2015-03-09 13:12:26.398022,177.349657,43,20,23,True,0.8695652173913043,10128,2586,7542,8666,1906,6760,0.24245888448490205,57.10752516425786,64,1454,235.53488372093022,4222.610880952382,0.002,58964.874,"A,FA,PA,R,S,SA",1,2,3,39,Closed
173.194.32.226:443 <-> 192.168.0.51:36830 (TCP),173.194.32.226,192.168.0.51,443,36830,TCP,2015-03-09 08:38:30.497872,2015-03-09 08:41:27.387363,176.889491,43,20,23,True,0.8695652173913043,10122,2566,7556,8660,1886,6774,0.24308962480987636,57.22216703082717,64,1454,235.3953488372093,4211.6545476190495,0.001,58860.981999999996,"A,FA,PA,R,S,SA",1,2,3,39,Closed
173.194.32.226:443 <-> 192.168.0.51:36553 (TCP),173.194.32.226,192.168.0.51,443,36553,TCP,2015-03-09 06:34:00.489788,2015-03-09 06:36:57.333246,176.843458,43,20,23,True,0.8695652173913043,10118,2562,7556,8656,1882,6774,0.24315290192979602,57.214443295945955,64,1454,235.30232558139534,4210.558523809524,0.001,58836.103,"A,FA,PA,R,S,SA",1,2,3,39,Closed
192.168.0.54:49256 <-> 54.230.96.114:443 (TCP),192.168.0.54,54.230.96.114,49256,443,TCP,2015-03-09 14:39:33.826799,2015-03-09 14:39:34.274325,0.447526,23,13,10,True,1.3,10095,1513,8582,9313,1071,8242,51.39366204421643,22557.34862332021,60,1454,438.9130434782609,20.342090909090913,0.0,312.911,"A,PA,S,SA",1,0,0,22,Established
192.168.0.54:49442 <-> 204.79.197.200:443 (TCP),192.168.0.54,204.79.197.200,49442,443,TCP,2015-03-09 14:40:33.032700,2015-03-09 14:40:37.527216,4.494516,30,18,12,True,1.5,10083,2423,7660,9063,1811,7252,6.674801024181469,2243.4006242273917,60,1454,336.1,154.98331034482754,0.002,959.4399999999999,"A,PA,S,SA",1,0,0,29,Established
192.168.0.51:33197 <-> 74.125.232.96:443 (TCP),192.168.0.51,74.125.232.96,33197,443,TCP,2015-03-09 07:35:45.310111,2015-03-09 07:38:41.398506,176.088395,52,26,26,True,1.0,10044,4599,5445,8276,3715,4561,0.2953062295786159,57.03953403630035,64,1333,193.15384615384616,3452.7136274509803,0.001,58686.793000000005,"A,FA,PA,R,S,SA",1,2,3,48,Closed
192.168.0.54:49399 <-> 74.125.232.103:443 (TCP),192.168.0.54,74.125.232.103,49399,443,TCP,2015-03-09 14:39:55.028531,2015-03-09 14:41:02.378097,67.349566,24,15,9,True,1.6666666666666667,10002,4283,5719,9186,3773,5413,0.35634973505248724,148.50875208312405,60,1454,416.75,2928.242,0.0,56650.635,"A,PA,S,SA",1,0,0,23,Established
192.168.0.51:47556 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47556,443,TCP,2015-03-09 08:13:48.839334,2015-03-09 08:13:52.360646,3.521312,32,18,14,True,1.2857142857142858,9984,3299,6685,8896,2687,6209,9.08752192364664,2835.306840177752,60,1454,312.0,113.59070967741934,0.002,3000.482,"A,FA,PA,R,S,SA",1,3,5,26,Closed
173.194.40.225:443 <-> 192.168.0.51:33004 (TCP),173.194.40.225,192.168.0.51,443,33004,TCP,2015-03-09 12:40:31.120150,2015-03-09 12:43:27.487420,176.36727,41,19,22,True,0.8636363636363636,9982,2506,7476,8588,1860,6728,0.23246943721473945,56.59780298237877,64,1454,243.46341463414635,4409.181750000002,0.002,58915.374,"A,FA,FPA,PA,R,S,SA",1,2,3,37,Closed
192.168.0.51:49600 <-> 74.125.232.99:443 (TCP),192.168.0.51,74.125.232.99,49600,443,TCP,2015-03-09 10:39:50.079759,2015-03-09 10:42:46.528965,176.449206,56,28,28,True,1.0,9960,4712,5248,8056,3760,4296,0.31737178800339855,56.446839437747315,64,1434,177.85714285714286,3208.167381818181,0.002,58869.127,"A,FA,PA,R,S,SA",1,2,4,51,Closed
192.168.0.51:49661 <-> 74.125.232.99:443 (TCP),192.168.0.51,74.125.232.99,49661,443,TCP,2015-03-09 11:08:12.948449,2015-03-09 11:11:09.349669,176.40122,54,27,27,True,1.0,9946,4646,5300,8110,3728,4382,0.30612033182083437,56.382830005370714,64,1381,184.1851851851852,3328.3249056603786,0.002,58751.49600000001,"A,FA,PA,R,S,SA",1,2,4,49,Closed
192.168.0.51:47223 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47223,443,TCP,2015-03-09 05:43:35.359644,2015-03-09 05:43:39.125095,3.765451,29,16,13,True,1.2307692307692308,9892,3173,6719,8906,2629,6277,7.7016006847519725,2627.042550812638,60,1454,341.1034482758621,134.48039285714287,0.0,3000.686,"A,FA,PA,R,S,SA",1,2,4,24,Closed
192.168.0.51:48256 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,48256,443,TCP,2015-03-09 13:24:17.372731,2015-03-09 13:24:21.046518,3.673787,29,17,12,True,1.4166666666666667,9845,3245,6600,8859,2667,6192,7.8937619410161775,2679.796079631182,60,1454,339.48275862068965,131.2066785714286,0.002,3000.5190000000002,"A,FA,PA,R,S,SA",1,2,3,25,Closed
192.168.0.51:47950 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47950,443,TCP,2015-03-09 11:09:05.678546,2015-03-09 11:09:09.295889,3.617343,30,17,13,True,1.3076923076923077,9805,3239,6566,8785,2661,6124,8.293379975302315,2710.553021927973,60,1454,326.8333333333333,124.73596551724137,0.002,3000.2749999999996,"A,FA,PA,R,S,SA",1,3,4,25,Closed
192.168.0.51:49459 <-> 74.125.232.99:443 (TCP),192.168.0.51,74.125.232.99,49459,443,TCP,2015-03-09 09:39:23.550373,2015-03-09 09:42:20.174492,176.624119,55,27,28,True,0.9642857142857143,9802,4706,5096,7932,3788,4144,0.3113957499768194,55.49638438677789,64,1305,178.21818181818182,3270.8170185185186,0.001,58912.498,"A,FA,PA,R,S,SA",1,2,3,51,Closed
192.168.0.51:48335 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,48335,443,TCP,2015-03-09 13:59:20.199148,2015-03-09 13:59:23.994016,3.794868,29,16,13,True,1.2307692307692308,9780,3173,6607,8794,2629,6165,7.641899533791426,2577.1647393269013,60,1454,337.2413793103448,135.531,0.002,3000.251,"A,FA,PA,R,S,SA",1,2,4,24,Closed
192.168.0.51:47722 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47722,443,TCP,2015-03-09 09:28:56.889423,2015-03-09 09:29:00.711453,3.82203,29,16,13,True,1.2307692307692308,9780,3173,6607,8794,2629,6165,7.587590887564986,2558.8496165650195,60,1454,337.2413793103448,136.5010714285714,0.0,3000.146,"A,FA,PA,R,S,SA",1,2,4,24,Closed
192.168.0.53:1332 <-> 62.67.193.43:80 (TCP),192.168.0.53,62.67.193.43,1332,80,TCP,2015-03-09 14:31:12.592967,2015-03-09 14:31:26.269726,13.676759,36,17,19,True,0.8947368421052632,9767,6940,2827,8543,6362,2181,2.632202556175772,714.1311768380214,60,752,271.30555555555554,390.76454285714294,0.008,10560.755000000001,"A,PA,RA,S,SA",1,0,1,35,Reset
192.168.0.51:50004 <-> 74.125.232.99:443 (TCP),192.168.0.51,74.125.232.99,50004,443,TCP,2015-03-09 13:38:33.205448,2015-03-09 13:41:29.122089,175.916641,55,27,28,True,0.9642857142857143,9754,4665,5089,7884,3747,4137,0.31264807972316844,55.44671581126882,64,1434,177.34545454545454,3257.7155740740736,0.002,58907.905999999995,"A,FA,PA,R,S,SA",1,2,3,51,Closed
192.168.0.51:51192 <-> 80.239.237.49:80 (TCP),192.168.0.51,80.239.237.49,51192,80,TCP,2015-03-09 14:23:43.848173,2015-03-09 14:25:40.302349,116.454176,41,22,19,True,1.1578947368421053,9747,4057,5690,8353,3309,5044,0.3520698132800321,83.6981578058652,66,1454,237.73170731707316,2911.3543999999997,0.002,10028.692,"A,FA,PA,S,SA",1,2,0,40,Closed
192.168.0.51:47364 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47364,443,TCP,2015-03-09 06:48:40.932355,2015-03-09 06:48:44.597976,3.665621,33,18,15,True,1.2,9743,2980,6763,8621,2368,6253,9.002567368530462,2657.9398142906757,60,1454,295.24242424242425,114.55065624999997,0.001,3000.058,"A,FA,PA,R,S,SA",1,3,5,27,Closed
192.168.0.51:49728 <-> 74.125.232.99:443 (TCP),192.168.0.51,74.125.232.99,49728,443,TCP,2015-03-09 11:38:59.830502,2015-03-09 11:41:57.288244,177.457742,57,28,29,True,0.9655172413793104,9734,4753,4981,7796,3801,3995,0.3212032304569727,54.852495531020566,64,1203,170.7719298245614,3168.88825,0.002,58969.934,"A,FA,PA,R,S,SA",1,2,4,52,Closed
192.168.0.51:33271 <-> 74.125.232.96:443 (TCP),192.168.0.51,74.125.232.96,33271,443,TCP,2015-03-09 08:07:01.009223,2015-03-09 08:09:57.590561,176.581338,52,26,26,True,1.0,9730,4599,5131,7962,3715,4247,0.29448185515504477,55.102085589588185,64,1185,187.1153846153846,3462.379176470588,0.001,58782.701,"A,FA,PA,R,S,SA",1,2,3,48,Closed
192.168.0.54:49401 <-> 68.232.34.200:443 (TCP),192.168.0.54,68.232.34.200,49401,443,TCP,2015-03-09 14:39:58.016542,2015-03-09 14:39:58.387340,0.370798,27,15,12,True,1.25,9730,1396,8334,8812,886,7926,72.8159267309964,26240.702484910922,60,1454,360.3703703703704,14.261461538461536,0.001,131.14600000000002,"A,FA,PA,RA,S,SA",1,1,1,26,Closed
192.168.0.51:47438 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47438,443,TCP,2015-03-09 07:23:44.510765,2015-03-09 07:23:48.063608,3.552843,27,15,12,True,1.25,9713,3113,6600,8795,2603,6192,7.599547742469904,2733.866934170747,60,1454,359.74074074074076,136.64780769230768,0.002,3000.218,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:48422 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,48422,443,TCP,2015-03-09 14:24:22.170084,2015-03-09 14:24:25.614048,3.443964,27,15,12,True,1.25,9713,3113,6600,8795,2603,6192,7.839803203517807,2820.2966116951284,60,1454,359.74074074074076,132.46015384615382,0.002,3000.921,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:47582 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47582,443,TCP,2015-03-09 08:23:49.576181,2015-03-09 08:23:53.295624,3.719443,27,15,12,True,1.25,9713,3113,6600,8795,2603,6192,7.259151437459856,2611.412515261022,60,1454,359.74074074074076,143.0555,0.001,3000.389,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:47265 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47265,443,TCP,2015-03-09 06:03:37.081180,2015-03-09 06:03:40.493824,3.412644,27,15,12,True,1.25,9713,3113,6600,8795,2603,6192,7.9117540534553275,2846.1802637485775,60,1454,359.74074074074076,131.25553846153846,0.002,3000.321,"A,FA,PA,R,S,SA",1,2,3,23,Closed
173.194.32.239:80 <-> 192.168.0.51:34384 (TCP),173.194.32.239,192.168.0.51,80,34384,TCP,2015-03-09 14:23:42.549067,2015-03-09 14:27:22.364012,219.814945,59,27,32,True,0.84375,9697,3773,5924,7691,2855,4836,0.2684075916676184,44.11437993899823,66,1323,164.35593220338984,3789.9128448275874,0.008,10029.915,"A,FA,PA,S,SA",1,2,0,58,Closed
192.168.0.51:46774 <-> 195.12.232.153:80 (TCP),192.168.0.51,195.12.232.153,46774,80,TCP,2015-03-09 14:25:21.174018,2015-03-09 14:27:21.353592,120.179574,44,23,21,True,1.0952380952380953,9697,5430,4267,8201,4648,3553,0.3661187882060557,80.6875883916846,66,1052,220.38636363636363,2794.873813953489,0.009000000000000001,10029.115,"A,FA,PA,S,SA",1,2,0,43,Closed
192.168.0.51:47960 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47960,443,TCP,2015-03-09 11:14:06.021024,2015-03-09 11:14:09.663931,3.642907,32,18,14,True,1.2857142857142858,9665,2980,6685,8577,2368,6209,8.784193502606572,2653.100943834141,60,1454,302.03125,117.51312903225802,0.002,3000.04,"A,FA,PA,R,S,SA",1,3,5,26,Closed
192.168.0.51:47733 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47733,443,TCP,2015-03-09 09:33:57.351677,2015-03-09 09:34:00.887985,3.536308,32,18,14,True,1.2857142857142858,9665,2980,6685,8577,2368,6209,9.048985552163442,2733.076417551865,60,1454,302.03125,114.07445161290322,0.001,3000.2110000000002,"A,FA,PA,R,S,SA",1,3,5,26,Closed
192.168.0.51:48523 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,48523,443,TCP,2015-03-09 14:39:23.359337,2015-03-09 14:39:26.887854,3.528517,32,18,14,True,1.2857142857142858,9665,2980,6685,8577,2368,6209,9.068965800646561,2739.1110769765314,60,1454,302.03125,113.82312903225804,0.002,3000.3799999999997,"A,FA,PA,R,S,SA",1,3,5,26,Closed
192.168.0.54:49404 <-> 68.232.34.200:443 (TCP),192.168.0.54,68.232.34.200,49404,443,TCP,2015-03-09 14:39:58.038252,2015-03-09 14:39:58.217523,0.179271,23,12,11,True,1.0909090909090908,9616,1362,8254,8834,954,7880,128.2973821755889,53639.46204349839,60,1454,418.0869565217391,8.148681818181817,0.0,34.681999999999995,"A,PA,S,SA",1,0,0,22,Established
192.168.0.51:47544 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47544,443,TCP,2015-03-09 08:08:48.333746,2015-03-09 08:08:51.949378,3.615632,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.4675741336507695,2655.4140465622604,60,1454,355.5925925925926,139.06276923076922,0.002,3000.334,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:48366 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,48366,443,TCP,2015-03-09 14:14:21.422010,2015-03-09 14:14:24.809671,3.387661,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.970100904429339,2834.1088438305956,60,1454,355.5925925925926,130.29465384615384,0.0,3000.212,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:47281 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47281,443,TCP,2015-03-09 06:08:37.390173,2015-03-09 06:08:40.802242,3.412069,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.913087337917259,2813.8352419016146,60,1454,355.5925925925926,131.2334230769231,0.002,3000.849,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:48004 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,48004,443,TCP,2015-03-09 11:34:07.733592,2015-03-09 11:34:11.181227,3.447635,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.831455476000214,2784.8075564843725,60,1454,355.5925925925926,132.60134615384615,0.0,3000.705,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:47861 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47861,443,TCP,2015-03-09 10:29:01.820608,2015-03-09 10:29:05.255373,3.434765,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.860799792707798,2795.2421781402804,60,1454,355.5925925925926,132.10634615384615,0.0,3001.348,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:47323 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47323,443,TCP,2015-03-09 06:28:39.032943,2015-03-09 06:28:42.639170,3.606227,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.487049484128425,2662.33933693026,60,1454,355.5925925925926,138.70103846153847,0.002,3000.0170000000003,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:48520 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,48520,443,TCP,2015-03-09 14:34:22.879011,2015-03-09 14:34:26.467712,3.588701,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.523613697546828,2675.3413003758187,60,1454,355.5925925925926,138.02696153846153,0.002,3000.5440000000003,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:47683 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47683,443,TCP,2015-03-09 09:08:54.866230,2015-03-09 09:08:58.277121,3.410891,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.915820235826944,2814.8070401546106,60,1454,355.5925925925926,131.1881153846154,0.002,3000.102,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:48085 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,48085,443,TCP,2015-03-09 12:09:10.294962,2015-03-09 12:09:13.723446,3.428484,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.875200817620849,2800.3630759251027,60,1454,355.5925925925926,131.8647692307692,0.0,3000.1839999999997,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:47603 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47603,443,TCP,2015-03-09 08:33:50.959159,2015-03-09 08:33:54.574326,3.615167,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.468534648606828,2655.7555985657095,60,1454,355.5925925925926,139.0448846153846,0.002,3000.7670000000003,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:47303 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47303,443,TCP,2015-03-09 06:18:38.049132,2015-03-09 06:18:41.578559,3.529427,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.6499669776425465,2720.2715908276327,60,1454,355.5925925925926,135.7471923076923,0.0,3000.4590000000003,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:48061 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,48061,443,TCP,2015-03-09 11:59:09.579668,2015-03-09 11:59:13.002505,3.422837,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.88819333202253,2804.983117805493,60,1454,355.5925925925926,131.6475769230769,0.002,3000.2149999999997,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:47909 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47909,443,TCP,2015-03-09 10:49:03.752998,2015-03-09 10:49:07.370939,3.617941,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.462808265806435,2653.71933925954,60,1454,355.5925925925926,139.1515769230769,0.0,3000.5350000000003,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:47500 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47500,443,TCP,2015-03-09 07:48:46.644548,2015-03-09 07:48:50.170047,3.525499,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.658490330021367,2723.3024317975983,60,1454,355.5925925925926,135.59611538461536,0.002,3000.6119999999996,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:48183 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,48183,443,TCP,2015-03-09 12:54:14.402242,2015-03-09 12:54:18.033361,3.631119,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.435724359350382,2644.088502745297,60,1454,355.5925925925926,139.6584230769231,0.001,3000.288,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:47418 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47418,443,TCP,2015-03-09 07:13:43.779664,2015-03-09 07:13:47.212560,3.432896,27,15,12,True,1.25,9601,3113,6488,8683,2603,6080,7.865079513040884,2796.764014989094,60,1454,355.5925925925926,132.0344615384615,0.002,3000.234,"A,FA,PA,R,S,SA",1,2,3,23,Closed
192.168.0.51:48344 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,48344,443,TCP,2015-03-09 14:04:20.714934,2015-03-09 14:04:24.390524,3.67559,29,16,13,True,1.2307692307692308,9573,2854,6719,8587,2310,6277,7.889889786401639,2604.4798250076856,60,1454,330.1034482758621,131.27107142857142,0.002,3000.238,"A,FA,PA,R,S,SA",1,2,4,24,Closed
192.168.0.51:47711 <-> 217.72.201.130:443 (TCP),192.168.0.51,217.72.201.130,47711,443,TCP,2015-03-09 09:23:56.363044,2015-03-09 09:24:00.200675,3.837631,29,16,13,True,1.2307692307692308,9573,2854,6719,8587,2310,6277,7.556745294167157,2494.507679346972,60,1454,330.1034482758621,137.05825000000002,0.001,3000.3920000000003,"A,FA,PA,R,S,SA",1,2,4,24,Closed
192.168.0.51:33342 <-> 74.125.232.96:443 (TCP),192.168.0.51,74.125.232.96,33342,443,TCP,2015-03-09 08:38:31.131226,2015-03-09 08:41:27.365653,176.234427,52,26,26,True,1.0,9562,4584,4978,7794,3700,4094,0.2950615318765158,54.25727630390854,64,1152,183.8846153846154,3455.5769999999998,0.001,58865.064,"A,FA,PA,R,S,SA",1,2,3,48,Closed
192.168.0.54:49363 <-> 216.58.209.142:80 (TCP),192.168.0.54,216.58.209.142,49363,80,TCP,2015-03-09 14:39:52.610671,2015-03-09 14:40:54.853494,62.242823,28,18,10,True,1.8,9548,2634,6914,8596,2022,6574,0.4498510615432722,153.39921198625584,60,848,341.0,2305.289740740741,0.147,59797.797000000006,"A,PA,RA,S,SA",1,0,1,27,Reset
192.168.0.51:46776 <-> 195.12.232.153:80 (TCP),192.168.0.51,195.12.232.153,46776,80,TCP,2015-03-09 14:25:21.253446,2015-03-09 14:25:24.251378,2.997932,24,13,11,True,1.1818181818181819,9547,5746,3801,8731,5304,3427,8.005518470732492,3184.5285350034624,66,1055,397.7916666666667,130.34486956521738,0.002,1204.675,"A,FA,PA,S,SA",1,2,0,23,Closed
131.253.61.82:443 <-> 192.168.0.51:55488 (TCP),131.253.61.82,192.168.0.51,443,55488,TCP,2015-03-09 14:25:43.423525,2015-03-09 14:25:49.481074,6.057549,37,17,20,True,0.85,9533,7867,1666,8275,7289,986,6.1080810076814895,1573.7388174656119,60,590,257.64864864864865,168.26525000000004,0.002,4782.657,"A,FA,PA,RA,S,SA",1,1,1,36,Closed
